"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
471.137500,474.13750,WIF566,Citywide,Command,"NYPD Command","EF4 NAC",,P25E,RM,"Law Tac"
471.162500,474.16250,WQAH641,"Parking Enforcement","Intersection Ctrl/Tfc Intell/Nighthawks","Parking CW","151.4 PL",,FM,BM,"Law Dispatch"
471.187500,474.18750,WQBJ426,"Parking Enforcement","Queens Summons Enforcement","Parking QN","151.4 PL",,FM,BM,"Law Dispatch"
471.212500,474.21250,WPZY207,"Parking Enforcement","Brooklyn Summons Enforcement","Parking BK","151.4 PL",,FM,BM,"Law Dispatch"
471.237500,0.00000," ","New York City Police Department (NYPD)","Site 001 NYC",,,,"Project 25",,TRS
471.262500,474.26250,KWV665,"Dept of Correction","Citywide and Transportation","DOC Citywide","114.8 PL",,FM,RM,Corrections
471.412500,474.41250,KWF680,"School Safety Division","Citywide 1","SSD 1 CW","141.3 PL",,FM,RM,"Law Dispatch"
471.462500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
471.462500,0.00000," ","Atlantic Telecommunications","Site 001 Primary",,,,LTR,,TRS
471.487500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
471.512500,0.00000," ","OneVoice Network","Site 007 Glen Oaks",,,,DMR,,TRS
471.562500,0.00000," ","OneVoice Network","Site 007 Glen Oaks",,,,DMR,,TRS
471.612500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
471.637500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
471.687500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
471.725000,474.72500,WPMB372,EMS,"First Responder Ambulance","1stResponder EMS","CC 10|TG *|SL *",,DMR,BM,"EMS Dispatch"
471.762500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
471.762500,0.00000," ","Atlantic Telecommunications","Site 001 Primary",,,,LTR,,TRS
471.787500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
471.812500,474.81250,KUE800,"School Safety Division","Citywide 2","SSD 2 CW","91.5 PL",,FM,RM,"Law Dispatch"
471.862500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
471.862500,0.00000," ","Atlantic Telecommunications","Site 001 Primary",,,,LTR,,TRS
471.962500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
472.012500,0.00000," ","OneVoice Network","Site 007 Glen Oaks",,,,DMR,,TRS
472.037500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
472.062500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
472.112500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
472.137500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
472.162500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
472.212500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
472.237500,0.00000,KQV228,"Businesses Taxi and Limo Services","Surf Car Systems (Far Rockaway)","Surf Car","114.8 PL",,FMN,BM,Transportation
472.237500,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
472.237500,0.00000," ","Atlantic Telecommunications","Site 001 Primary",,,,LTR,,TRS
472.262500,0.00000," ","OneVoice Network","Site 007 Glen Oaks",,,,DMR,,TRS
472.287500,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
472.287500,0.00000," ","Atlantic Telecommunications","Site 001 Primary",,,,LTR,,TRS
472.287500,0.00000," ","OneVoice Network","Site 068 1 Hanson Pl",,,,DMR,,TRS
472.337500,0.00000," ","Atlantic Telecommunications","Site 002 Secondary",,,,LTR,,TRS
472.512500,0.00000," ","Statcom Communications","Site 001 Confirmed LCN",,,,LTR,,TRS
472.612500,475.61250,KZD416,"Parking Enforcement","Manhattan/S.I. Summons Enforcement","Parking MN/SI","151.4 PL",,FM,BM,"Law Dispatch"
472.612500,0.00000," ","New York City Police Department (NYPD)","Site 001 NYC",,,,"Project 25",,TRS
472.737500,0.00000," ","OneVoice Network","Site 007 Glen Oaks",,,,DMR,,TRS
472.762500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
472.787500,0.00000," ","Atlantic Telecommunications","Site 001 Primary",,,,LTR,,TRS
472.787500,0.00000," ","OneVoice Network","Site 068 1 Hanson Pl",,,,DMR,,TRS
472.812500,0.00000," ","OneVoice Network","Site 007 Glen Oaks",,,,DMR,,TRS
472.887500,0.00000," ","OneVoice Network","Site 007 Glen Oaks",,,,DMR,,TRS
472.912500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
472.912500,0.00000," ","OneVoice Network","Site 007 Glen Oaks",,,,DMR,,TRS
472.937500,0.00000," ","Atlantic Telecommunications","Site 001 Primary",,,,LTR,,TRS
473.687500,0.00000,WIK936,Tactical,"Tac G - SOD Primary","NYPD Tac G","210.7 PL",,FM,M,"Law Tac"
473.712500,0.00000,WIK929,Tactical,"Tac H - SOD Secondary","NYPD Tac H","218.1 PL",,FM,M,"Law Tac"
476.312500,479.31250,WIF539,Manhattan,"20/CPk/24 Precincts","NYPD MN 20/24/CP","167.9 PL",,FM,RM,"Law Dispatch"
476.337500,479.33750,WIF548,Manhattan,"10/13 Precincts","NYPD MN 10/13","123.0 PL",,FM,RM,"Law Dispatch"
476.362500,479.36250,WIF538,Manhattan,"26/30 Precincts","NYPD MN 26/30","100.0 PL",,FM,RM,"Law Dispatch"
476.387500,479.38750,WIF576,Manhattan,"19/23 Precincts","NYPD MN 19/23","151.4 PL",,FM,RM,"Law Dispatch"
476.412500,479.41250,WIF555,Brooklyn,"72/76/78 Precincts","NYPD BK 72/76/78","09C NAC",,P25E,RM,"Law Dispatch"
476.437500,479.43750,WIF575,Manhattan,"6/9 Precincts","NYPD MN 6/9","110.9 PL",,FM,RM,"Law Dispatch"
476.462500,479.46250,WIF557,Brooklyn,"60/61 Precincts","NYPD BK 60/61 ","784 NAC",,P25E,RM,"Law Dispatch"
476.487500,479.48750,WIF579,Bronx,"46/48 Precincts","NYPD BX 46/48","71E NAC",,P25E,RM,"Law Dispatch"
476.512500,479.51250,WIF580,Brooklyn,"62/68 Precincts","NYPD BK 62/68 ","7E7 NAC",,P25E,RM,"Law Dispatch"
476.537500,479.53750,WIF571,Bronx,"40/41 Precincts","NYPD BX 40/41","5AB NAC",,P25E,RM,"Law Dispatch"
476.562500,479.56250,WIF549,Manhattan,"1/5/7 Precincts","NYPD MN 1/5/7","F8B NAC",,P25E,RM,"Law Dispatch"
476.587500,479.58750,WIF542,Manhattan,"MTS/17/MTN Precincts","NYPD MN 17/MTx","8C7 NAC",,P25E,RM,"Law Dispatch"
476.612500,479.61250,WIF577,Queens,"108/114 Precincts","NYPD QN 108/114","136.5 PL",,FM,RM,Deprecated
476.612500,479.61250,WIF577,Queens,"108/114 Precincts","NYPD QN 108/114","E6B NAC",,P25E,RM,"Law Dispatch"
476.637500,479.63750,WIF537,Manhattan,"25/28/32 Precincts","NYPD MN 25/28/32","186.2 PL",,FM,RM,"Law Dispatch"
476.662500,479.66250,WIF544,Bronx,"50/52 Precincts","NYPD BX 50/52","A41 NAC",,P25E,RM,"Law Dispatch"
476.687500,479.68750,WIF546,Brooklyn,"90/94 Precincts","NYPD BK 90/94 ","24A NAC",,P25E,RM,"Law Dispatch"
476.712500,479.71250,WIF578,Queens,"104/112 Precincts","NYPD QN 104/112","123.0 PL",,FM,RM,"Law Dispatch"
476.737500,479.73750,WIF540,Brooklyn,"77/79 Precincts","NYPD BK 77/79 ","189 NAC",,P25E,RM,"Law Dispatch"
476.762500,479.76250,WIF556,Brooklyn,"84/88 Precincts","NYPD BK 84/88 ","E10 NAC",,P25E,RM,"Law Dispatch"
476.787500,479.78750,WIF554,Brooklyn,"81/83 Precincts","NYPD BK 81/83 ","496 NAC",,P25E,RM,"Law Dispatch"
476.812500,479.81250,WIF573,Queens,"110/115 Precincts","NYPD QN 110/115","167.9 PL",,FM,RM,"Law Dispatch"
476.837500,479.83750,WIF570,Bronx,"42/44 Precincts","NYPD BX 42/44","972 NAC",,P25E,RM,"Law Dispatch"
476.862500,479.86250,WIF551,Brooklyn,"66/70 Precincts","NYPD BK 66/70 ","4D5 NAC",,P25E,RM,"Law Dispatch"
476.887500,479.88750,WIF541,Manhattan,"33/34 Precincts","NYPD MN 33/34","110.9 PL",,FM,RM,"Law Dispatch"
476.912500,479.91250,WIF543,Bronx,"43/45 Precincts","NYPD BX 43/45","EAD NAC",,P25E,RM,"Law Dispatch"
476.937500,479.93750,WIF574,Brooklyn,"63/69 Precincts","NYPD BK 63/69 ","BCF NAC",,P25E,RM,"Law Dispatch"
476.962500,479.96250,WIF545,Bronx,"47/49 Precincts","NYPD BX 47/49","7C0 NAC",,P25E,RM,"Law Dispatch"
476.987500,479.98750,WIF553,Brooklyn,"73/75 Precincts","NYPD BK 73/75 ","ED8 NAC",,P25E,RM,"Law Dispatch"
477.012500,480.01250,WIF581,Brooklyn,"67/71 Precincts","NYPD BK 67/71 ","8AA NAC",,P25E,RM,"Law Dispatch"
477.037500,480.03750,WIF558,Queens,"103/107 Precincts","NYPD QN 103/107","100.0 PL",,FM,RM,"Law Dispatch"
477.062500,480.06250,WIF547,Queens,"109/111 Precincts","NYPD QN 109/111","151.4 PL",,FM,RM,"Law Dispatch"
477.087500,480.08750,WIF550,Queens,"102/106 Precincts","NYPD QN 102/106","1F6 NAC",,P25E,RM,"Law Dispatch"
477.112500,480.11250,WIF572,Queens,"105/113/116 Precincts","NYPD QN 105/113","3D6 NAC",,P25E,RM,"Law Dispatch"
477.137500,480.13750,WIF552,Queens,"100/101 Precincts","NYPD QN 100/101","167.9 PL",,FM,RM,Deprecated
477.137500,480.13750,WIF552,Queens,"100/101 Precincts","NYPD QN 100/101","BBE NAC",,P25E,RM,"Law Dispatch"
477.437500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
477.462500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
477.487500,0.00000," ","Atlantic Telecommunications","Site 002 Secondary",,,,LTR,,TRS
477.562500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
477.562500,0.00000," ","Atlantic Telecommunications","Site 001 Primary",,,,LTR,,TRS
477.737500,0.00000," ","OneVoice Network","Site 007 Glen Oaks",,,,DMR,,TRS
477.762500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
477.762500,0.00000," ","Specialized Mobile Radio","Site 000 Kings",,,,LTR,,TRS
477.812500,480.81250,WIJ591,EMS,"First Responder Ambulance","1stResponder EMS","CC 1|TG *|SL *",,DMR,BM,"EMS Dispatch"
477.812500,0.00000," ","Statcom Communications","Site 001 Confirmed LCN",,,,LTR,,TRS
478.012500,481.01250,WIF518,EMS,"EMS Subway","EMS Subway","85.4 PL",,FMN,B,EMS-Tac
478.037500,481.03750,WPKK782,"Other Services","Off-Track Betting Security","OTB Security","103.5 PL",,FM,RM,Security
478.037500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
478.062500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
478.087500,0.00000," ","Statcom Communications","Site 001 Confirmed LCN",,,,LTR,,TRS
478.112500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
478.112500,0.00000," ","Atlantic Telecommunications","Site 001 Primary",,,,LTR,,TRS
478.162500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
478.300000,0.00000," ","American Express","Site 001 World Financial Center",,,,DMR,,TRS
478.437500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
478.437500,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
478.700000,0.00000," ","American Express","Site 001 World Financial Center",,,,DMR,,TRS
478.787500,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
478.812500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
478.862500,0.00000," ","OneVoice Network","Site 004 1515 Broadway",,,,DMR,,TRS
482.006250,0.00000,WQFH239,Dispatch,"Bronx Dispatch","FDNY BX Dispatch","131.8 PL",,FMN,B,"Fire Dispatch"
482.018750,0.00000,WQFH239,Dispatch,"Brooklyn Dispatch","FDNY BK Dispatch","136.5 PL",,FMN,B,"Fire Dispatch"
482.031250,0.00000,WQFH239,Dispatch,"Queens Dispatch","FDNY QN Dispatch","141.3 PL",,FMN,B,"Fire Dispatch"
482.037500,0.00000,WQHX483,"Dept of Correction","Rikers ESU (on Island)","DOC Rikers","023 DPL",,FM,M,Corrections
482.043750,0.00000,WQFH238,Dispatch,"Staten Island Dispatch","FDNY SI Dispatch","151.4 PL",,FMN,B,"Fire Dispatch"
482.081250,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 030 UHF Simulcast (30)",,,,"Project 25",,TRS
482.093750,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 030 UHF Simulcast (30)",,,,"Project 25",,TRS
482.106250,0.00000,WQFH238,Dispatch,"Manhattan Dispatch","FDNY MN Dispatch","146.2 PL",,FMN,B,"Fire Dispatch"
482.118750,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 030 UHF Simulcast (30)",,,,"Project 25",,TRS
482.131250,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 030 UHF Simulcast (30)",,,,"Project 25",,TRS
482.143750,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 030 UHF Simulcast (30)",,,,"Project 25",,TRS
482.156250,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 030 UHF Simulcast (30)",,,,"Project 25",,TRS
482.168750,485.16875,WQFH238,EMS,"Citywide 1 Dispatch","EMS CW 1 Disp","156.7 PL",,FMN,RM,"EMS Dispatch"
482.218750,485.21875,WQFH238,EMS,"Citywide 2 Dispatch","EMS CW 2 Disp","162.2 PL",,FMN,RM,"EMS Dispatch"
482.231250,0.00000,WQFH238,Dispatch,"Citywide 1 Dispatch","FDNY CW1 Disptch","131.8 PL",,FMN,B,"Fire Dispatch"
482.243750,485.24375,WQFH239,EMS,"Staten Island Dispatch","EMS SI Disp","136.5 PL",,FMN,RM,"EMS Dispatch"
482.318750,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 030 UHF Simulcast (30)",,,,"Project 25",,TRS
482.412500,485.41250,WIM519,"Staten Island","Patrol Borough Staten Island","NYPD PB SI ","100.0 PL",,FM,RM,"Law Dispatch"
482.437500,485.43750,WIM523,Citywide,"Staten Island Citywide 3","NYPD SI CW 3","151.4 PL",,FM,RM,"Law Dispatch"
482.462500,485.46250,WIM527,Citywide,"Staten Island Traffic Division (Highway Units)","NYPD SI Traffic","123.0 PL",,FM,RM,"Law Dispatch"
482.506250,0.00000,WQFH239,EMS,"Citywide Tactical 1","EMS CW Tac 1","85.4 PL",,FMN,M,EMS-Tac
482.506250,485.50625,WQFH239,EMS,"Brooklyn Central Dispatch","EMS BK C Disp","186.2 PL",,FMN,RM,"EMS Dispatch"
482.506250,0.00000,WQFH239,EMS,"Queens West Tactical","EMS QN W Tac ","167.9 PL",,FMN,M,EMS-Tac
482.518750,485.51875,WQFH239,EMS,"Queens West Dispatch","EMS QN W Disp","146.2 PL",,FMN,RM,"EMS Dispatch"
482.518750,0.00000,WQFH239,EMS,"Brooklyn Central Tactical","EMS BK C Tac ","167.9 PL",,FMN,M,EMS-Tac
482.587500,485.58750,WIM660,"Staten Island","122/123 Precincts","NYPD SI 122/123","B8B NAC",,P25E,RM,"Law Dispatch"
482.637500,485.63750,WIM654,Citywide,"Staten Island Citywide 2","NYPD SI CW 2","110.9 PL",,FM,RM,"Law Dispatch"
482.662500,485.66250,WIM487,Citywide,"Staten Island Citywide 1","NYPD SI CW 1","100.0 PL",,FM,RM,"Law Dispatch"
482.687500,485.68750,WIM483,"NY Metropolitan Advisory Committee","NYMAC 1","NYMAC 1","110.9 PL",,FM,RM,Interop
482.712500,485.71250,WIM479,"NY Metropolitan Advisory Committee","NYMAC 2","NYMAC 2","123.0 PL",,FM,RM,Interop
482.737500,485.73750,WIM475,"NY Metropolitan Advisory Committee","NYMAC 4","NYMAC 4","136.5 PL",,FM,RM,Interop
482.756250,485.75625,WQFH238,EMS,"Manhattan North Dispatch","EMS MN N Disp","151.4 PL",,FMN,RM,"EMS Dispatch"
482.756250,0.00000,WQFH239,EMS,"Queens East Tactical","EMS QN E Tac ","167.9 PL",,FMN,M,EMS-Tac
482.768750,485.76875,WQFH239,EMS,"Bronx South Dispatch","EMS BX S Disp","173.8 PL",,FMN,RM,"EMS Dispatch"
482.768750,0.00000,WQFH239,EMS,"Brooklyn South Tactical","EMS BK S Tac ","167.9 PL",,FMN,M,EMS-Tac
482.768750,0.00000,WQFH239,EMS,"Staten Island Tactical","EMS SI Tac","167.9 PL",,FMN,M,EMS-Tac
482.787500,485.78750,WIM471,"NY Metropolitan Advisory Committee","NYMAC 5","NYMAC 5","151.4 PL",,FM,RM,Interop
482.812500,485.81250,WIM676,"NY Metropolitan Advisory Committee","NYMAC 3","NYMAC 3","167.9 PL",,FM,RM,Interop
482.837500,485.83750,WIM580,"NY Metropolitan Advisory Committee","NYMAC 6","NYMAC 6","186.2 PL",,FM,RM,Interop
482.862500,485.86250,WIM584,"Transit Bureau","Division 2 - Manhattan North/Bronx","Transit Div 2","047 DPL",,FM,RM,"Law Dispatch"
482.887500,485.88750,WIM576,"Staten Island","120/121 Precincts","NYPD SI 120/121","D62 NAC",,P25E,RM,"Law Dispatch"
482.912500,485.91250,WIM638,Manhattan,"Patrol Borough Manhattan North 4","NYPD PB MN N 4","233 NAC",,P25E,RM,"Law Dispatch"
482.937500,485.93750,WIM622,Queens,"Patrol Borough Queens North 4","NYPD PB QN N 4",,,P25E,RM,"Law Dispatch"
482.956250,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 031 UHF Simulcast (31)",,,,"Project 25",,TRS
482.968750,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 031 UHF Simulcast (31)",,,,"Project 25",,TRS
482.981250,485.98125,WQFH238,EMS,"Manhattan Central Dispatch","EMS MN C Disp","156.7 PL",,FMN,RM,"EMS Dispatch"
482.981250,0.00000,WQFH239,EMS,"Bronx North Tactical","EMS BX N Tac ","167.9 PL",,FMN,M,EMS-Tac
483.012500,486.01250,WQHX483,Fireground,"High-Rise In-Building Repeater","FDNY Hi-Rise Rpt","173.8 PL",,FMN,RM,Fire-Tac
483.031250,486.03125,WQFH239,EMS,"Queens East Dispatch","EMS QN E Disp","141.3 PL",,FMN,RM,"EMS Dispatch"
483.031250,0.00000,WQFH239,EMS,"Manhattan North Tactical","EMS MN N Tac ","167.9 PL",,FMN,M,EMS-Tac
483.062500,0.00000," ","New York City Police Department (NYPD)","Site 001 NYC",,,,"Project 25",,TRS
483.087500,486.08750,WIM491,Brooklyn,"Patrol Borough Brooklyn South 1","NYPD PB BK S 1","7DE NAC",,P25E,RM,"Law Dispatch"
483.162500,486.16250,WIM646,Bronx,"Patrol Borough Bronx 1","NYPD PB BX 1","6E9 NAC",,P25E,RM,"Law Dispatch"
483.187500,486.18750,WIM626,Queens,"Patrol Borough Queens South 2","NYPD PB QN S 2","76F NAC",,P25E,RM,"Law Dispatch"
483.206250,486.20625,WQFH239,EMS,"Bronx North Dispatch","EMS BX N Disp","167.9 PL",,FMN,RM,"EMS Dispatch"
483.206250,0.00000,WQFH239,EMS,"Brooklyn North Tactical","EMS BK N Tac ","167.9 PL",,FMN,M,EMS-Tac
483.218750,486.21875,WQFH238,EMS,"Manhattan South Dispatch","EMS MN S Disp","162.2 PL",,FMN,RM,"EMS Dispatch"
483.218750,0.00000,WQFH239,EMS,"Bronx South Tactical","EMS BX S Tac","167.9 PL",,FMN,M,EMS-Tac
483.231250,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 030 UHF Simulcast (30)",,,,"Project 25",,TRS
483.243750,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 030 UHF Simulcast (30)",,,,"Project 25",,TRS
483.281250,486.28125,WQFH239,EMS,"Brooklyn North Dispatch","EMS BK N Disp","173.8 PL",,FMN,RM,"EMS Dispatch"
483.281250,0.00000,WQFH239,EMS,"Manhattan Central Tactical","EMS MN C Tac ","167.9 PL",,FMN,M,EMS-Tac
483.293750,486.29375,WQFH239,EMS,"Brooklyn South Dispatch","EMS BK S Disp","192.8 PL",,FMN,RM,"EMS Dispatch"
483.293750,0.00000,WQFH239,EMS,"Manhattan South Tactical","EMS MN S Tac ","167.9 PL",,FMN,M,EMS-Tac
483.312500,486.31250,WIM662,Manhattan,"Patrol Borough Manhattan South 2","NYPD PB MN S 2","DA5 NAC",,P25E,RM,"Law Dispatch"
483.356250,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 030 UHF Simulcast (30)",,,,"Project 25",,TRS
483.368750,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 030 UHF Simulcast (30)",,,,"Project 25",,TRS
483.381250,0.00000,WQFH238,Dispatch,"Citywide 2 Dispatch","FDNY CW2 Disptch","167.9 PL",,FMN,B,"Fire Dispatch"
483.393750,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 031 UHF Simulcast (31)",,,,"Project 25",,TRS
483.412500,486.41250,WIM642,Queens,"Patrol Borough Queens South 3","NYPD PB QN S 3",,,P25E,RM,"Law Dispatch"
483.437500,486.43750,WIM630,Manhattan,"Patrol Borough Manhattan North 6","NYPD PB MN N 6",,,P25E,RM,"Law Dispatch"
483.481250,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 031 UHF Simulcast (31)",,,,"Project 25",,TRS
483.493750,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 030 UHF Simulcast (30)",,,,"Project 25",,TRS
483.506250,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 031 UHF Simulcast (31)",,,,"Project 25",,TRS
483.518750,0.00000," ","NYC Interoperable Communications Network (NYCICN)","Site 031 UHF Simulcast (31)",,,,"Project 25",,TRS
483.562500,486.56250,WIM663,Brooklyn,"Patrol Borough Brooklyn North 4","NYPD PB BK N 4","A4E NAC",,P25E,RM,"Law Dispatch"
483.587500,486.58750,WIM499,Brooklyn,"Patrol Borough Brooklyn South 2","NYPD PB BK S 2","238 NAC",,P25E,RM,"Law Dispatch"
483.662500,486.66250,WIM650,Queens,"Patrol Borough Queens South 1","NYPD PB QN S 1","944 NAC",,P25E,RM,"Law Dispatch"
483.687500,486.68750,WIM670,Queens,"Patrol Borough Queens North 5","NYPD PB QN N 5",,,P25E,RM,"Law Dispatch"
483.812500,486.81250,WIM665,Manhattan,"Patrol Borough Manhattan South 3","NYPD PB MN S 3","CC3 NAC",,P25E,RM,"Law Dispatch"
483.837500,486.83750,WIM503,Brooklyn,"Patrol Borough Brooklyn South 3","NYPD PB BK S 3","29D NAC",,P25E,RM,"Law Dispatch"
483.937500,486.93750,WIM671,Queens,"Patrol Borough Queens North 6","NYPD PB QN N 6",,,P25E,RM,"Law Dispatch"
484.062500,487.06250,WIM666,Brooklyn,"Patrol Borough Brooklyn North 5","NYPD PB BK N 5","BCD NAC",,P25E,RM,"Law Dispatch"
484.087500,487.08750,WIM634,"Staten Island","Patrol Borough Staten Island 1","NYPD PB SI 1","7A8 NAC",,P25E,RM,"Law Dispatch"
484.162500,487.16250,WIM672,Bronx,"Patrol Borough Bronx 2","NYPD PB BX 2","AB8 NAC",,P25E,RM,"Law Dispatch"
484.187500,487.18750,WIM673,Manhattan,"Patrol Borough Manhattan South 1","NYPD PB MN S 1","B5B NAC",,P25E,RM,"Law Dispatch"
484.312500,487.31250,WIM667,Brooklyn,"Patrol Borough Brooklyn North 6","NYPD PB BK N 6","8B8 NAC",,P25E,RM,"Law Dispatch"
484.337500,487.33750,WIM564,"Staten Island","Patrol Borough Staten Island 2","NYPD PB SI 2","59D NAC",,P25E,RM,"Law Dispatch"
484.412500,487.41250,WIM674,Manhattan,"Patrol Borough Manhattan North 5","NYPD PB MN N 5","749 NAC",,P25E,RM,"Law Dispatch"
484.662500,487.66250,WIM675,Bronx,"Patrol Borough Bronx 3","NYPD PB BX 3","C1B NAC",,P25E,RM,"Law Dispatch"
484.762500,487.76250,WQHX483,Fireground,"Battalion Chief Vehicle Repeater","FDNY BattChf Rpt","173.8 PL",,FMN,RM,Fire-Tac
484.812500,0.00000," ","New York City Police Department (NYPD)","Site 001 NYC",,,,"Project 25",,TRS
484.906250,487.90625,WQOJ552,"Dept of Correction","Rikers Facilities - George R Vierno Center","DOC Rikers","331 DPL",,FM,RM,Corrections
485.006250,0.00000,WQFH239,Dispatch,"Bronx Mobiles","FDNY BX Mobiles",,,FMN,M,"Fire Dispatch"
485.018750,0.00000,WQFH239,Dispatch,"Brooklyn Mobiles","FDNY BK Mobiles",,,FMN,M,"Fire Dispatch"
485.031250,0.00000,WQFH239,Dispatch,"Queens Mobiles","FDNY QN Mobiles",,,FMN,M,"Fire Dispatch"
485.043750,0.00000,WQFH239,Dispatch,"Staten Island Mobiles","FDNY SI Mobiles",,,FMN,M,"Fire Dispatch"
485.062500,0.00000,WQHX483,Fireground,"HT8 - Fireground","FDNY FG HT 8",CSQ,,FMN,M,Fire-Tac
485.106250,0.00000,WQFH239,Dispatch,"Manhattan Mobiles","FDNY MN Mobiles",,,FMN,M,"Fire Dispatch"
485.187500,0.00000,WQHX483,Fireground,"CMD 1 - Command 1","FDNY FG Cmd 1",CSQ,,FMN,M,Fire-Tac
485.231250,0.00000,WQFH239,Dispatch,"Citywide 1 Mobiles","FDNY CW1 Mobiles",,,FMN,M,"Fire Dispatch"
485.262500,0.00000,WQHX483,Fireground,"HT6 - Fireground","FDNY FG HT 6",CSQ,,FMN,M,Fire-Tac
485.437500,0.00000,WIM515,Tactical,"Tac F - Housing/Yankee Stadium/SRG","NYPD Tac F","203.5 PL",,FM,M,"Law Tac"
485.462500,0.00000,WIM527,Tactical,"Tac E - Patrol","NYPD Tac E","233.6 PL",,FM,M,"Law Tac"
485.487500,0.00000,WIM511,Tactical,"Tac D - Patrol","NYPD Tac D","225.7 PL",,FM,M,"Law Tac"
485.537500,0.00000,WIM507,Tactical,"Tac V - Communications/Fleet Services","NYPD Tac V","233.6 PL",,FM,M,"Law Tac"
485.612500,0.00000,WIM658,Tactical,"Tac A - Patrol","NYPD Tac A","203.5 PL",,FM,M,"Law Tac"
486.018750,0.00000,WPPU560,Fireground,"HT9 - Fireground","FDNY FG HT 9 ",,,P25,M,Fire-Tac
486.112500,0.00000,WQHX483,Fireground,"TAC 1","FDNY FG Tac 1",CSQ,,FMN,M,Fire-Tac
486.137500,0.00000,WQHX483,Fireground,"HT7 - Fireground","FDNY FG HT 7",CSQ,,FMN,M,Fire-Tac
486.262500,0.00000,WQHX483,Fireground,"TAC 2","FDNY FG Tac 2",CSQ,,FMN,M,Fire-Tac
486.381250,0.00000,WQFH239,Dispatch,"Citywide 2 Mobiles","FDNY CW2 Mobiles",,,FMN,M,"Fire Dispatch"
486.737500,0.00000,WQHX483,Fireground,Emergency,"FDNY Emergency",CSQ,,FMN,M,Fire-Tac
487.137500,0.00000,WQHX483,Fireground,"HT5 - Fireground","FDNY FG HT 5",CSQ,,FMN,M,Fire-Tac
487.262500,0.00000,WQHX483,Fireground,"HT4 - Fireground","FDNY FG HT 4 ",CSQ,,FMN,M,Fire-Tac
